,Date,Username,Tweet,LikeCount
27,2022-04-25 03:47:17+00:00,CatesMonterey,"There’s enough gas coming out of you @LaurenBoebert, To handle any of those needs… Perhaps being such an #American patriot …you should sign up now and do your country some real good. https://t.co/UQT26KERMN",0
28,2022-04-25 03:46:03+00:00,DianeCapri,15 Romantic Things to Do in Monterey https://t.co/z9VBraifjM via @chris2x https://t.co/o2cNpGOrxN,0
29,2022-04-25 03:44:28+00:00,CatesMonterey,I’m thinking an en mass exit as a show of force…anyone with me? https://t.co/PUkjZvlF3K,1
30,2022-04-25 03:43:10+00:00,_milfshake_,so we’re going on our trip to Monterey like the week before my boob consultation and I just wish it was june already!!!,0
31,2022-04-25 03:39:27+00:00,ntaychak,@charlieisaacs @elkhornslough @hydrobikes 🤣 I think u may be mistaking Monterey for Mendocino!,0
32,2022-04-25 03:39:17+00:00,3x11x31,Montereyにアプデすればタブ残せるじゃんやったね https://t.co/LnhNbvBksC,0
33,2022-04-25 03:38:56+00:00,MontereyJack3,@DimTillard @AmFamField See ya tomorrow!,0
34,2022-04-25 03:30:46+00:00,kokilvira,Project Monterey Overview https://t.co/2XXnu2ff25,0
35,2022-04-25 03:26:09+00:00,054758373,"お、最新OS Montereyがインストールできない？！

FileVaultが悪さしてるぽいな https://t.co/GrDu5fBCIN",11
36,2022-04-25 03:25:19+00:00,MontereyJack3,"@TheThrob1 I think he was ready to blow innings ago.  Even if it was a strike, he was letting Angel know how bad he was this night.",0
37,2022-04-25 03:23:56+00:00,HelenGLovesTea,@travelrealize That photo is Pacific Grove/Monterey- I lived there for a few wonderful years. I like Colorado but I do really miss the ocean!,0
38,2022-04-25 03:22:40+00:00,melomelokuro,blackbonnet date is just them watching the monterey bay aquarium live cam for 6 hours,1
39,2022-04-25 03:16:58+00:00,MorrisDarrel,@LetItFlyAndrew I was just there last week. It was an amazing drive from Monterey. https://t.co/722HKTDhCN,1
40,2022-04-25 03:12:08+00:00,InvisibleFT,Famished? We have set up shop at Monterey and Orange Grove in South Pasadena! Try our new reduced fat shrimp ramen!,0
41,2022-04-25 03:03:20+00:00,keepitrahbrah,@Lithdoran @Thrythlind @Renethegoblin More like Monterey California.,0
42,2022-04-25 03:00:45+00:00,Patrick48158588,@AppleSupport What is the difference between using the website and using the app on macOS Monterey? Todoist and Trello both have websites in Apple Safari but they both also have apps I can download from the macOS App Store.,0
43,2022-04-25 03:00:08+00:00,kamikudakun,mac OS Montereyにアップデートしたらcocos2d-x 3.15.1のAndroidビルドが通らなくなった。 https://t.co/Hvi832rCBO #Jenkins #NDK #Cocos2dX #AndroidStudio #Monterey,0
44,2022-04-25 03:00:01+00:00,leeswijzer,続）この際だから “人柱” の一本も二本も変わりないだろうということで，ついでに macOS Monterey の R もアップデートしたら，こちらはまったくフシアワセに憑依されることがなかった．RStudio の起動も大丈夫．パッケージはあとで入れないと．,0
45,2022-04-25 02:56:37+00:00,Theresep,"Just posted a photo @ Monterey, California https://t.co/UrDxNfKDYr",0
46,2022-04-25 02:55:58+00:00,TheLURK831,Working in Monterey tomorrow which means I’m buying that 4x4 I been craving,1
47,2022-04-25 02:54:02+00:00,RobertChilango,"@Manzo1g @Kar_Queretana76 @ANTONIO_yDIEZ @GratoGato70 @moonknightttttt Nada lo justifica… Pero pobre chica, acá en Monterey se sabe que esa zona en la que andaba es dominada por el narco y ninguna cuerpo de seguridad se atreve a andar ahí, y también se sabe que la muchacha andaba en una narco fiesta, algo salió mal, y el narco no acaricia…",0
48,2022-04-25 02:52:56+00:00,Chapman_Histo,@Apple I upgraded to Monterey and it seems you've removed the option to have the battery's % visible in the menu bar. Why?!!!,0
49,2022-04-25 02:47:55+00:00,pookaspurs,big snorter clique big snorters only,1
50,2022-04-25 02:43:41+00:00,bilingineer,"My mum has been watching american cooking channels for a week and already she asks herself ""Why is everything monterey jack""",0
51,2022-04-25 02:43:17+00:00,bilingineer,"Americans will make a post saying

""We don't just have kraft singles we also have monterey jack cheese the one we use when we want to show the burger is fancy instead""

And think they'll have changed my whole perspective on the issue.",0
52,2022-04-25 02:40:34+00:00,_ysugano,最近MontereyにアップデートしたMac mini (2018)が落ちまくる症状に悩まされている…（しばらく使っているとネットワーク接続が不安定になって、その後OSごとクラッシュする）,0
53,2022-04-25 02:39:44+00:00,SQLJennifer,"Hey @Apple are you ever going to fix the memory leak in Monterey?

On a side note, would anyone like to buy a MacBook Air with a memory leak worse than anything I've seen in 23 years in IT?",0
54,2022-04-25 02:38:47+00:00,hmatisse88,"#sunset #SpringinLA @ Monterey Park, California https://t.co/7dvwBZ6TVF",0
55,2022-04-25 02:37:31+00:00,JohnJDevine,"Ella Myers has been invited to take part in USA Softball's National Selection Event, slated for Nov. 3-6 in Texas. Earlier this month, the Monterey freshman was recognized at the High Performance Program in the 15-under division in Sacramento.",4
56,2022-04-25 02:33:34+00:00,Monterey9219,Who would have known living the American Dream would actually be to Save up your money so you could have a full tank of gas and have 50 cents left over to start saving up for another full tank of gas in 3 days.,0
57,2022-04-25 02:30:09+00:00,MontereyJack3,@TheThrob1 ESPN did well of showing where pitches landed lol.,0
58,2022-04-25 02:28:07+00:00,CALocalMRY,"There are multiple local newsrooms in your community working to keep you informed.  Your support of local journalism makes your community stronger.

https://t.co/T53xSI22GG",0
59,2022-04-25 02:26:27+00:00,theFernGo,"@DagoSupremacy I left Monterey Bay for college in the early 2000’s, aside from the natural beauty, you are correct, MFs have done Cali wrong. Wherever we go, being a Californian still means something.",2
60,2022-04-25 02:22:27+00:00,PapiDezmo,"Mañana ya escuela que puta mierda 😡😡😡😡😡, Alguien q me llevé a Monterey 😳😂",2
61,2022-04-25 02:21:57+00:00,Monterey9219,Do yall believe McCarthy when he said that the Audio tapes that was leaked about him saying that he asked Trump to resign was all a lie?,0
62,2022-04-25 02:20:51+00:00,mpusd_now,"On April 30th from 9 am - 12 pm, MPUSD is partnering with Love Our Central Coast for service projects at MLK School of the Arts, Marina High School, Monterey High School, Seaside High, and Seaside Middle School. We would LOVE for you to join us. Sign up @ https://t.co/eGBwXO8LdZ https://t.co/t2A2WUSW6M",3
63,2022-04-25 02:15:08+00:00,BigNosedBully,@Pongo_T_Pup @RomanOtter Monterey so good,2
64,2022-04-25 02:14:29+00:00,alllocalpolitic,"Monterey County Sheriff Candidate Joe Moses took $1,000 from Rolando Cabrera, Ricky Cabrera's brother.

That's a red flag considering Det. Dennis Martinez of the @MCoSheriff department was called a liar and threatened with a lawsuit for investigating the Cabrera crime family. https://t.co/CkSp39Emad",1
65,2022-04-25 02:12:45+00:00,TheMontereySA,@nessamazingg @bigtexjohnny Oh no,2
66,2022-04-25 02:11:02+00:00,WizardsRespite,"@BryanCetroni @CountessCassi 😆😂🤣😭 
Players will never understand the complex life of the Dungeon Master. 

I'm also trying to figure out how to make a camp horror BBEG called 
""Monterey Jack the Ripper""...

Is it even possible?!?",1
67,2022-04-25 02:10:35+00:00,tatsuounemi,MacBook Pro 2018 のバッテリーが太ってきた。その前の 2013 より1年早いんだが。2013を復活させて避難しようとしたら、Monterey サポートしないだと。。。M1 買えという圧力を感じる。,0
68,2022-04-25 02:10:03+00:00,CALocalMRY,"CHP Incident Report: Apr 24 2022  7:05PM

Traffic Collision : Livingston Rd at Thorne Rd Ofr (40399 LivingSTON RD)",0
69,2022-04-25 02:07:54+00:00,MontereyJack3,@JackCerveny His last AB he wanted to go off but knew there may be one more AB.  Im glad he waited.,2
70,2022-04-25 02:07:27+00:00,thecouchpetito,"1. pepper jack 
2. monterey jack 
3. simple jack",4
71,2022-04-25 02:07:00+00:00,MontereyJack3,"@drewtaylor30 Baseball has to see, dont they?",0
72,2022-04-25 02:06:52+00:00,jrmintneel,"Unbeknownst to us, the flight out of Monterey was apparently discontinued (?) on February 14th, and we were never notified. Thank GOD we checked in early. Otherwise, we would’ve been at the airport tomorrow completely screwed. So. I contacted @Expedia . L.O.L.",0
73,2022-04-25 02:04:50+00:00,jrmintneel,"Well this is fun. So we went to check into our flight tomorrow out of Monterey, thru Dallas, to Buffalo. When we typed in our confirmation code, the flight info switched to out of San Francisco, through Chicago, to Buffalo.",1
74,2022-04-25 02:01:49+00:00,yantoto123,"MacをCatalinaからMontereyにアップデートしたらフォルダ移動の効果音がビョーンからもわーんになってて気持ち悪い。
仕方ないから無音にするけど選べるようにして欲しい（ ;  ; ）
#mac #apple #Monterey #bigsur",0
75,2022-04-25 02:01:30+00:00,PlasticArmyMan,"Me, stoned, lookin at the monterey aquarium spider crab youtube stream: this is okay I guess, maybe I'll watch something else
*2 secs later when a big ol' spider crab comes onscreen*
me: LOOKIT THAT BIG FUCKER GOT DANG",5
76,2022-04-25 02:01:04+00:00,tommy_da_cat,"@cycling_podcast saw this  (currently in Monterey, California) and thought of you! I’m scared to ask what P.O.G. juice is! https://t.co/VaNXAty1Os",0
77,2022-04-25 02:00:07+00:00,MontereyJack3,"I mean, Kyle wasnt wrong.  Both sides the zone was allll over. https://t.co/H8Xw2z2kt0",5
78,2022-04-25 01:58:59+00:00,MontereyJack3,RENFROE!!!!!! #ThisIsMyCrew,0
79,2022-04-25 01:57:12+00:00,MontereyJack3,"Time ITS TIME, ITS HADER TIME! https://t.co/5a6SCJ1wM3",1
80,2022-04-25 01:56:36+00:00,MontereyJack3,TELL EM! Hahahaha,7
81,2022-04-25 01:52:30+00:00,AscenderOne,@Cinnamon__Bunnn @GabsCrypto Hoyo De Monterey Epicure 2,0
82,2022-04-25 01:50:08+00:00,MontereyJack3,Yelich with a SAC RBI #ThisIsMyCrew,5
83,2022-04-25 01:48:27+00:00,NewsWorldPress,"iOS 15.Four With Face ID Unlock When Carrying a Masks, iPadOS 15.Four and macOS Monterey 12.three Coming Subsequent Week - Newsworldpress @ https://t.co/0yh36nOCMc https://t.co/eSRA6iz0s8",0
84,2022-04-25 01:48:21+00:00,NewsWorldPress,"iOS 15.Four With Face ID Unlock When Carrying a Masks, iPadOS 15.Four and macOS Monterey 12.three Coming Subsequent Week - Newsworldpress @ https://t.co/0yh36nOCMc https://t.co/ULdoOENYPA",0
85,2022-04-25 01:47:52+00:00,NewsWorldPress,"macOS Monterey 12.3, iPadOS 15.Four Arrive With Common Management; Apple Watch Will get Firmware Restore Help - Newsworldpress @ https://t.co/rj0XRGiL8a https://t.co/aKbc03UPIT",0
86,2022-04-25 01:45:37+00:00,MontereyJack3,I cant wait for tomorrow.  First game of the season!  Taking the family to see Corbin Burnes.,10
87,2022-04-25 01:44:55+00:00,NewsWorldPress,"Apple Misses Fixing Zero-Day Vulnerabilities in macOS Massive Sur, Catalina; Brings macOS Monterey 12.Four Public Beta 1 - Newsworldpress @ https://t.co/XD1hURPlBr https://t.co/fj0EOYuthk",0
88,2022-04-25 01:43:43+00:00,AmpSulphate,"Nico, wearing black, Monterey Pop 1967. Her date was a ludicrously garbed Brian Jones (not shown here). https://t.co/lGcKDuH6lF",17
89,2022-04-25 01:43:16+00:00,MontereyJack3,"FINALLY!  A ball in the grass!  Now, lets do it!",5
90,2022-04-25 01:43:12+00:00,DrMuhammadSKhan,@KamelaBanushi @NPS_Monterey Congratulations for your success and achievements.,0
91,2022-04-25 01:40:57+00:00,eagIesbetter,You fck with it? I had it out in Monterey Bay and it was ass to me. https://t.co/VbPfw8ChQX,0
92,2022-04-25 01:39:05+00:00,redbeankiddo,seems like the monterey bay or the point defiance aquariums have a pretty beefy population so i might have to take a road trip https://t.co/tQfArIaoPl,1
93,2022-04-25 01:36:14+00:00,TLagomars,@brownkuma Yess! Always a fun time in Monterey:3,1
94,2022-04-25 01:33:58+00:00,MontereyJack3,@SamBrahm1 The Angel Hernandez bad call special,3
95,2022-04-25 01:33:21+00:00,MontereyJack3,I do like that ESPN is striaght calling out the ump.,3
96,2022-04-25 01:33:12+00:00,ytGameGenie,"My MacBook keeps crashing while trying to install Monterey

Ugh",0
97,2022-04-25 01:28:52+00:00,MontereyJack3,"You beast, you #ThisIsMyCrew https://t.co/wEgqI4qfv0",5
98,2022-04-25 01:27:36+00:00,CoyoteDen,@jbwoglom @crdudeyoutube Apple has a strange talent of making the OS and their own apps stay responsive. My 2012 Mac was still nice and fast until I upgraded this year. And it was running Monterey.,2
99,2022-04-25 01:26:56+00:00,MontereyJack3,@SamBrahm1 No offense.  I hate to see it,2
100,2022-04-25 01:24:57+00:00,romeo_navarrete,@ReneePaquette @ReneePaquette  what about monterey street hotdogs that shit good as hell,0
101,2022-04-25 01:24:37+00:00,TheMontereySA,@deandracoy @bigtexjohnny Good content here,1
102,2022-04-25 01:19:15+00:00,SkyCirclesSF,"N10557, a Cessna 150-L, is circling over Monterey County at 1925 feet, speed 86 MPH, squawking 1200, 0.2 miles from Bennett Slough https://t.co/pjXCUCUbqJ https://t.co/Bprbu61l8I",0
103,2022-04-25 01:18:54+00:00,millistiah,"Tonight’s dinner, shepherds pie, except I didn’t have lamb so I used Turkey, yes my stove is dirty I’ve been cooking, don’t worry I didn’t burn the potatoes that’s Monterey jack . #food #cooking https://t.co/w9YwZo0Mlc",4
104,2022-04-25 01:15:01+00:00,Lynnster17,@marcuslemonis @CampingWorld #campingworldwinner Monterey California.  I would love to drive the coast line and visit Big Sur too! 💕,0
105,2022-04-25 01:14:52+00:00,truthisbest5,"@KateHoit @CAFinUS @cmclymer 1986. Monterey, Cal. Gianni’s Pizza. 

Once I tried their pineapple and Canadian bacon, I was sold.",0
106,2022-04-25 01:11:48+00:00,TweetBotCCU,"Good Lord, Alfie Allen! The painter kidnapped our gorgonzola, now we'll never catch a break in Monterey Heights...",0
107,2022-04-25 01:07:08+00:00,MontereyJack3,@Matthew_MKE Frustrating,1
108,2022-04-25 01:04:18+00:00,natthalypena,seeing my bfs stuff at my apartment in Monterey when he’s not here makes me so sad,0
109,2022-04-25 01:02:37+00:00,MontereyJack3,Now get this man some run support!!!!!!#ThisIsMyCrew,6
110,2022-04-25 01:01:08+00:00,MontereyJack3,Lauer is on fire in Philly.,5
111,2022-04-25 01:00:32+00:00,ConservJobBoard,"JOB OPENING: Land Steward WITH: Big Sur Land Trust - Monterey, CA https://t.co/tuoe6i6daB",0
112,2022-04-25 01:00:01+00:00,mcweekly,https://t.co/jUEHNDOlHK,0
113,2022-04-25 00:58:46+00:00,Shaun_R,"Dear Apple, 

You know as well as I do that my MacBook Pro *does not support macOS Monterey*

Stop nagging me to upgrade. 

Sincerely, 
Your user https://t.co/3wr7OYJdTw",2
114,2022-04-25 00:56:37+00:00,MontereyJack3,Lauer with 11K’s.  Wow,2
115,2022-04-25 00:55:41+00:00,MontereyJack3,@eshecker @coachsolis12 @jaden_solis9 @cristianpache25 This is so awesome.  This is how we grow the game.,1
116,2022-04-25 00:54:57+00:00,ScotJasper,Check this out: KCBS Radio: On-Demand - my comments on FBI Notification on Ransomware Attacks on Agricultural Cooperatives @NPS_Monterey @Georgetown_UP #RansomwareGroup   https://t.co/JRv3vdzQC8 via @audacy,1
117,2022-04-25 00:54:55+00:00,ImAaronBaker,"Ready for the ride up the coast to Monterey with the @2lanelife guys 👍🏼

#harleydavidson #harleytrike @ Los Angeles, California https://t.co/Zc2TbJZuOs",0
118,2022-04-25 00:53:59+00:00,casualconc,意図しないで、CasualConc の Universal Binary 版を公開してました。特に Monterey だと動作が非常に不安定なので、今日公開した Intel Binary をダウンロードするか、「Rosetta を使って開く」で、Intel Binary で使用してください。,0
119,2022-04-25 00:53:12+00:00,USKE_ASADA,メインマシンをMontereyにして2日間くらい経ったけど、今のところなんの問題ないな。,3
120,2022-04-25 00:52:28+00:00,MontereyJack3,We need some offense.  Hats for bats.  So they dont get cold.,3
121,2022-04-25 00:48:01+00:00,jazz_south,Threestyle Feat. Magdalena Chovancova - Road To Monterey.   #wsjpdb  #smoothjazzworldwide,0
122,2022-04-25 00:47:04+00:00,tato3104_mac,macOS 12 Montereyに完全対応したParallels Desktop 17.1が公開  https://t.co/nilJiMJjIh,0
123,2022-04-25 00:45:52+00:00,JDBruin1967,"@jayrayg1 Not a fan of American Cheese or Cheese Whiz. How about either Cheddar, Monterey Jack, Swiss or Provolone?",0
124,2022-04-25 00:41:04+00:00,tanwk3,Project Monterey Overview https://t.co/NDI1IcFrAS,0
125,2022-04-25 00:40:47+00:00,MontereyJack3,@n8winters It was a strike if Angel was there https://t.co/CR1FgPpUsy,1
126,2022-04-25 00:39:04+00:00,MontereyJack3,@n8winters Oiye.  Such an Angel Hernandez move.  My bad.,1
127,2022-04-25 00:37:58+00:00,CityofMonterey,Dyson claims win in wild TA ; Skeen cruises to pole for today's TA2 race. https://t.co/avUMTDRJ0f via @mcweekly,0
128,2022-04-25 00:37:36+00:00,BarbMonterey,@doctorfollowill @NickSwardson Better call a plumber!!!,0
129,2022-04-25 00:35:55+00:00,tp_asf,"macOS Monterey にしたら
いろいろ軽くなった。早くなった。（気がする）",2
130,2022-04-25 00:35:52+00:00,CityofMonterey,Runners' high: Big Sur International Marathon returns making many happy runners https://t.co/jJw5McSitR,1
131,2022-04-25 00:35:07+00:00,Sutehk1,"The M3 revision SuperDisk works much better with Monterey shows up immediately in finder… no disk tools needed like the blue one …interestingly 1.4 floppies aren’t read by it either only the 120MBs

And this one had a bad power adapter believe it or not… https://t.co/Rmr50eJSMb",3
132,2022-04-25 00:31:57+00:00,MontereyJack3,Houser setting them up for the triple play.,2
133,2022-04-25 00:29:39+00:00,iembot_mtr,"MONTEREY AIRPORT Apr 24 Climate: High: 62 Low: 48 Precip: 0.0"" Snow: Missing https://t.co/6TCj7KlHfM https://t.co/Vx7ZTUP5kg",0
134,2022-04-25 00:29:32+00:00,2PhfatWives,Whale watching in Monterey! Saw 11 but the camera didn’t get them 🤪beautiful day-Live Phfat Live large!! https://t.co/wlC4MSTQbi,8
135,2022-04-25 00:25:01+00:00,jessales3,Sunday Funday with the Pollitos 💕 @ Monterey Bay Aquarium https://t.co/eVCRJsgzdb,0
136,2022-04-25 00:24:10+00:00,NewsWorldPress,"macOS Monterey 12.3, iPadOS 15.Four Arrive With Common Management; Apple Watch Will get Firmware Restore Help - Newsworldpress @ https://t.co/0LE8uA7hmW https://t.co/9LTvLYZR13",0
137,2022-04-25 00:23:03+00:00,NewsWorldPress,"Apple Misses Fixing Zero-Day Vulnerabilities in macOS Massive Sur, Catalina; Brings macOS Monterey 12.Four Public Beta 1 - Newsworldpress @ https://t.co/WEUXCA8kSl https://t.co/1LsWJTyDDu",0
138,2022-04-25 00:21:42+00:00,CSUMBProvost,"@CSUMB_cahss Dean Juanita Cole, monterey City Councilmember and alumnus, Tyller Williamson, and @CSUMBProvost at the Helen Rucker Center for Black Excellence Reception. https://t.co/mmww44xSmg",0
139,2022-04-25 00:20:18+00:00,WildRoseRebeI,7-Eleven Monterey Chicken Taquito https://t.co/0kpb8vyTb0,1
140,2022-04-25 00:19:31+00:00,pete_rock_holla,When Pac Rin used to give us a 9am game in Monterey Park. #iykyk lol https://t.co/6Vj2ah8MNU,0
141,2022-04-25 00:19:06+00:00,chpbike,"Possible pedestrian incident : 1179-Trfc Collision-1141 Enrt Us101 S / Crazy Horse Canyon Rd Onr, CHP Monterey area.   https://t.co/5QmPdGTvb7",0
142,2022-04-25 00:18:16+00:00,TheCuriousAlic,"@awkkwarddd There's also a beluga cam, but if the GA aquarium otter cam is down the Monterey Bay otter cam is good too!",1
143,2022-04-25 00:16:17+00:00,LuxK,"@TodayInSports3 @mfarrellsports @FoodNetwork @RexChapman @KariVanHorn El Monterey chimichangas

Followed by...
Hot Pockets
Ramen (Nissin, Nong Shim, and IndoMie)",0
144,2022-04-25 00:14:48+00:00,jessales3,"Love you bunny, forever and always 💕 @ Monterey, California https://t.co/KbGbIGDayW",0
145,2022-04-25 00:13:33+00:00,FireDispatchSC,"MUTUAL AID REQUESTS, 36 WILLOW RD ,MONTEREY CO (4/24/2022 5:12:13 PM )",0
146,2022-04-25 00:12:00+00:00,fpusunbirds,"🤽‍♀️ | The FPU women's water polo team played Monterey Bay in the fifth-place game at the WWPA Championships on Sunday, as a last-ditch effort from the Sunbirds was turned away from the Otters. 

More | https://t.co/Tl0EhB7gCA

#TeamFPU | #BackTheBirds https://t.co/LHIs0xpa2e",4
147,2022-04-25 00:09:01+00:00,TheWWPA,"#WWPA All-Tournament Second Team

Margherita Garibbo, Salem
Auriel Bill, Cal State East Bay
Veralie Naranjo, Biola
Abigail Burton, McKendree
Kaitlin Rooney, Cal State Monterey Bay
Camryn Berra, Fresno Pacific
Nicole Wiemken, Gannon
Hanna Good, Mercyhurst",6
148,2022-04-25 00:04:09+00:00,Ghostiened,@SiSoyVeraCruz Una dupla Drag entre VeraCruz y un dragking que sea MonteRey,6
149,2022-04-25 00:04:03+00:00,Theresep,@therunchat @ROADiD Therese Phillips Monterey California.  My next big running goal is the Surfer's path half marathon in Santa Cruz,2
150,2022-04-25 00:01:55+00:00,MontereyJack3,@yo_dbro Yuck.  Hang in there.,0
151,2022-04-25 00:01:08+00:00,MontereyJack3,@JackCerveny They can both go away.,1
152,2022-04-25 00:00:46+00:00,MontereyJack3,@JackCerveny Baseball* sorry thats an Angel Hernandez type tweet.  Close enough…,1
153,2022-04-25 00:00:18+00:00,MIIS_MIR,"REMINDER | The Informational Dictator’s Dilemma: Citizen Responses to Media Censorship, Cooptation and Marginalization in Russia and Belarus

🗓️ : April 26
⏰ : 12:15 PM PDT

MIR Visiting Expert Series 2022: @samagreene will be at @MIIS and live Zoom (https://t.co/97H7sLHNN8) https://t.co/cAjSAvW0p1",0
154,2022-04-24 23:59:10+00:00,MontereyJack3,"@JackCerveny Ope, you said Sunday night.  It should just say basenall.  Common mistake.",1
155,2022-04-24 23:56:44+00:00,racheln1787,"Lunching here. Haven’t been here in a while. (@ Atlantic Seafood &amp; Dim Sum Restaurant in Monterey Park, CA) https://t.co/GQKoZQtoy8",0
156,2022-04-24 23:55:29+00:00,Monterey9219,@toddwil40692041 @wendyp4545 Thats another reason why California is shown as a Democratic shitwhole! Cause Cali sucks just like their Vice President Harris!,0
157,2022-04-24 23:55:04+00:00,CALocalMRY,"CHP Incident Report: Apr 24 2022  4:50PM

Traffic Collision : Us101 S at Crazy Horse Canyon Rd Onr (SB 101 AT)",0
158,2022-04-24 23:55:02+00:00,chpbike,"Bike Involved / Possible Motorcycle, confidence -2: 1179-Trfc Collision-1141 Enrt Us101 S / Crazy Horse Canyon Rd Onr, CHP Monterey area.   https://t.co/8oLbmK4QXv",0
159,2022-04-24 23:53:53+00:00,Monterey9219,"So sad, prayers for the soldiers family! Hope they can find some strength to get through this hard time in their life! RIP! https://t.co/RbWrv2XKPt",2
160,2022-04-24 23:52:31+00:00,MontereyJack3,"Nice and outside the steikezone, just Angel likes it.  #TrashUmp",4
161,2022-04-24 23:51:06+00:00,iu22ie33,"Ano Nuevo State Park, it took an hour walking to the north point to see the elephant seals. Ano Nuevo was mentioned by Obama’s new documentary Our Great National Parks e4 as one of most extraordinary wilderness nature preserve in Monterey Bay National Marine Sanctuary. https://t.co/ObIg0ZP1NE",5
